N,P,K,temperature,humidity,ph,rainfall,soil_type,Crop
125,88,33,36.8,49.48,6.26,97.53,sandy,pulses
31,75,114,12.43,39.05,6.4,116.74,clay,soybean
79,58,140,37.47,90.18,4.95,265.87,sandy,gram
70,67,55,14.17,72.6,8.58,231.42,clay,cotton
84,15,197,10.91,90.28,7.68,224.62,sandy,gram
37,100,97,13.66,94.89,6.67,59.76,sandy,sugarcane
80,61,173,37.62,81.7,6.35,171.49,loamy,cotton
140,31,172,19.89,60.08,4.58,37.5,loamy,wheat
36,46,30,19.36,24.68,7.57,66.16,sandy,rice
139,28,25,29.89,76.45,4.18,182.56,loamy,soybean
66,31,100,16.16,66.77,8.47,295.41,sandy,cotton
124,17,81,36.79,89.92,7.09,58.05,clay,bajra
83,59,111,28.17,55.78,6.8,282.07,sandy,bajra
31,62,88,25.09,46.21,4.79,28.87,loamy,pulses
112,46,38,27.61,52,7.73,254.32,loamy,rice
84,14,168,31.56,31.25,4.07,146.24,clay,bajra
131,88,146,34.42,60.14,4.17,164.3,loamy,bajra
102,90,176,23.09,36.16,7.76,204.33,clay,barley
141,97,24,17.52,23.73,6.27,64.7,sandy,oilseeds
119,92,73,21.47,89.63,5.23,153.19,sandy,cotton
118,45,154,22.92,31.58,8.43,162.83,sandy,maize
96,65,39,18.28,23.37,7.53,213.8,clay,jowar
73,6,60,16.99,63.27,4.08,206.6,clay,oilseeds
25,107,132,15.99,68.8,4.95,103.04,sandy,groundnut
85,7,39,15.4,59.17,6.13,51.25,sandy,wheat
143,89,8,13.52,64.76,6.61,157.44,clay,oilseeds
93,73,182,36.79,82.94,7.09,213.24,loamy,gram
75,11,151,37.72,94.68,6.91,78.13,clay,sugarcane
65,95,164,39.1,91.9,6.71,188.92,sandy,cotton
7,45,182,14.82,25.73,5.08,275.68,clay,groundnut
103,48,143,35.98,74.95,4.44,172.81,clay,millet
136,7,129,19.47,27.1,7.61,93.14,loamy,soybean
10,46,197,24.3,53.21,6.85,193.21,clay,gram
115,86,177,15.46,44.28,5.17,246.72,loamy,oilseeds
54,89,167,18.61,48.81,6.16,211.2,loamy,pulses
60,33,194,34.25,51.52,8.37,234.95,sandy,jowar
18,25,47,17.17,29.39,7.2,182.31,clay,oilseeds
57,115,172,22.54,86.74,6.91,117.84,sandy,wheat
97,11,16,15.5,98.99,7.52,209.31,loamy,maize
43,107,97,28.36,98.13,6.66,124.19,clay,wheat
80,52,124,26.83,60.75,7.68,288.35,clay,cotton
39,62,66,28.5,26.02,4.77,111.06,loamy,bajra
143,42,75,25.1,93.76,4.65,88.35,clay,wheat
36,51,7,39.96,58.82,6.88,224.87,clay,cotton
111,60,147,35.84,33.11,7.91,164.91,clay,jowar
25,109,74,21.73,97.65,4.2,119.11,clay,jowar
70,71,94,28.91,43.1,5.6,22.67,sandy,bajra
111,41,59,30.82,70.85,6.85,207.25,clay,cotton
1,41,98,11.28,73.75,7.56,124.69,clay,maize
119,83,122,39.59,71.91,8.18,230.67,loamy,soybean
75,49,33,31.1,79.8,8.81,103.7,loamy,oilseeds
106,12,83,37.67,53.69,7.47,72.48,sandy,pulses
143,33,187,28.94,69.83,6.86,123.57,sandy,groundnut
146,17,186,17.81,24.25,6.66,223.43,sandy,bajra
38,117,187,20.89,60.06,4.31,165.14,clay,oilseeds
79,6,88,27.33,46.7,7.11,163.4,sandy,barley
19,110,13,11.48,60.49,7.84,249.29,sandy,sugarcane
116,34,160,31.07,31.56,6.37,225.32,sandy,pulses
73,41,78,39.27,38.47,5.65,22.49,loamy,gram
64,42,34,18.98,73.94,4.62,205.79,sandy,oilseeds
50,106,131,17.36,24.45,8.82,151.64,clay,cotton
122,58,172,28.14,32.56,8.72,84.79,sandy,bajra
55,52,177,12.84,68.85,6.62,236.99,loamy,jowar
138,95,179,10.65,88.13,7.23,235.81,loamy,gram
14,80,154,30.2,89.18,5.87,273.12,clay,rice
46,32,154,25.6,38.37,8.57,86.24,clay,barley
147,13,95,17.18,37.08,8.56,120.41,loamy,bajra
97,19,24,15.51,68.95,6.39,270.78,clay,oilseeds
56,112,192,19.28,90.67,8.18,100.45,loamy,oilseeds
101,6,140,34.72,44.22,8.43,151.94,loamy,soybean
44,100,63,15.24,37.23,8.87,39.45,sandy,cotton
11,31,81,37,58.84,8.02,68.6,clay,soybean
105,55,161,17.02,27.41,6.21,183.93,loamy,bajra
80,40,137,11.37,50.67,7.47,284.39,clay,millet
70,82,49,17.55,30.9,5.98,230.64,loamy,millet
125,40,186,14.32,43.5,7.32,103.77,sandy,gram
143,94,155,39.63,79.01,6.62,58.44,loamy,cotton
28,101,22,10.2,36.42,5,160.89,loamy,millet
142,78,162,19.04,27.5,8.93,225.68,loamy,millet
26,14,12,27.1,54.78,6.64,209.81,loamy,rice
31,111,177,14.21,74.54,7.17,262.39,clay,rice
19,107,123,10.39,66.75,6.37,46.51,clay,gram
77,42,175,33.31,85.31,7.15,126.56,loamy,millet
60,37,82,26.88,59.7,7.09,156.44,sandy,wheat
136,16,123,14.29,40.29,8.53,212.04,sandy,sugarcane
19,104,31,39.1,80.15,5.85,83.3,clay,wheat
128,14,48,35.3,67.84,5.94,299.27,sandy,sugarcane
34,82,28,22.32,55.38,6.69,193.12,clay,sugarcane
118,74,40,11.81,58.19,6.38,44.25,sandy,jowar
87,21,173,18.14,71.23,4.36,35.67,loamy,cotton
115,9,94,34.21,23.32,6.6,183.3,sandy,wheat
7,49,66,33.48,93.84,7.67,35.62,sandy,jowar
21,96,185,28.87,32.35,4.6,59.58,sandy,gram
117,70,7,21.66,81.21,7.43,47.62,clay,sugarcane
81,112,168,33.26,97.19,8.62,273.94,clay,wheat
25,50,13,31.71,60.44,5.62,98.83,loamy,barley
9,60,51,37.78,74.52,8.68,259.58,clay,wheat
111,67,63,16.36,32.35,8.84,60.87,clay,soybean
118,95,22,18.99,47.01,7.17,184.58,sandy,barley
143,90,48,39.94,54.23,4.99,132.98,loamy,maize
117,40,182,24.71,52.58,8.86,205.76,clay,barley
89,27,164,18.99,47.75,4.91,21.77,loamy,jowar
27,56,13,36.28,83.85,7.33,202.43,clay,sugarcane
21,96,187,31.45,32.73,5.5,196.26,loamy,wheat
67,6,124,36.23,92.4,7.54,274.25,loamy,rice
65,89,138,32.76,56.91,8.69,220.13,clay,maize
39,76,78,30.62,24.35,8.74,189.6,clay,oilseeds
53,69,30,10.76,53.83,4.64,112.74,loamy,groundnut
67,14,50,14.58,96.43,5.12,176.77,sandy,millet
142,80,77,20.3,65.49,7.09,84.64,loamy,jowar
131,18,111,11.89,48.03,5.91,61.19,clay,maize
41,30,87,37.34,58.08,4.46,150.6,loamy,gram
52,52,195,21.47,87.87,7.4,274.87,sandy,rice
26,87,80,13.13,43.39,7.96,277.9,loamy,pulses
45,84,95,24.69,99.44,6.98,64.19,clay,rice
75,80,196,39.13,26.43,7.38,71.6,sandy,cotton
137,33,33,37.37,32.51,5.83,89.92,sandy,maize
95,66,66,15.86,71.81,5.15,217.42,sandy,cotton
48,75,78,27.56,25.3,7.82,240.49,loamy,rice
17,114,63,23,63.27,8.77,209.55,sandy,jowar
148,18,140,30.12,88.94,8.45,64.05,clay,millet
84,75,99,24.27,29.68,7.44,187.81,sandy,groundnut
52,115,114,34.53,84.94,4.63,73.18,sandy,oilseeds
42,87,164,16.51,44.17,6.51,84.92,clay,rice
50,49,171,17.32,51.44,7.17,37.11,clay,maize
119,54,53,21.54,90.22,4.65,57.3,clay,barley
7,71,118,10.81,23.7,8.95,107.08,sandy,cotton
141,55,189,13.91,27.15,7.01,136.83,loamy,rice
101,27,120,34.36,28.12,7.57,263.62,sandy,soybean
9,70,111,24.2,64.84,6.73,290.83,loamy,jowar
43,109,193,33.01,71.36,4.58,39.69,sandy,oilseeds
20,93,32,23.78,94.55,5.39,261.57,loamy,soybean
71,36,146,18.02,39.98,6.92,107.1,loamy,jowar
107,82,37,35.75,83.95,7.45,295.71,sandy,gram
59,18,60,33.76,74.82,4.24,124.4,loamy,gram
100,116,94,22.51,67.03,8.97,197.73,sandy,millet
42,92,14,13.98,59.16,7.88,157.95,loamy,pulses
112,51,133,33.24,74.63,4.79,43.6,sandy,wheat
84,38,56,29.67,25.22,4.31,105.23,clay,barley
102,77,174,22.37,70.18,6.89,122.47,clay,wheat
117,93,7,11.28,29.21,4.54,153.15,sandy,cotton
33,38,106,22.22,49.07,8.27,50.56,loamy,barley
144,95,17,22.05,65.93,8.36,140.35,sandy,gram
11,99,103,23.08,82.12,6.09,293.91,loamy,sugarcane
99,58,122,10.11,31,5.07,123.01,clay,soybean
77,26,85,38.4,30.69,6.5,237.89,clay,rice
118,118,5,26.57,51.05,4.54,136.78,loamy,oilseeds
72,62,58,24.92,79.02,5.96,50.9,sandy,maize
127,41,192,10.49,85.69,8.2,80.57,sandy,millet
32,109,26,32.43,45.81,8.72,250.67,sandy,oilseeds
44,19,159,33.85,83.89,7.48,134,sandy,maize
12,46,68,15.81,22.97,8.21,147.71,loamy,cotton
78,43,18,27.36,64.56,8.48,117.46,sandy,maize
48,106,72,27.81,77.68,7.19,280.48,sandy,groundnut
26,111,106,37.84,33.4,4.41,74.31,sandy,barley
128,88,195,11.28,89.5,7.14,50.91,clay,groundnut
135,14,132,14.12,33.66,7.36,155.55,loamy,soybean
6,71,140,34.23,38.66,7.8,47.86,loamy,maize
83,17,38,31.74,97.25,6.13,136.57,loamy,barley
24,7,172,25.67,64.32,6.68,291.66,clay,sugarcane
75,96,92,23.75,89.86,4.81,241.39,loamy,rice
93,118,148,15.27,66.63,6.12,298.84,sandy,bajra
93,111,67,28.7,32.34,5.68,136.92,sandy,wheat
76,15,86,34.02,91.93,7.56,174.94,clay,groundnut
138,15,136,18.04,54.84,6.01,193.95,loamy,pulses
101,38,162,25.73,84.98,8.39,260.38,sandy,rice
59,44,68,29.07,72.33,5.96,179.23,sandy,bajra
84,33,87,13.43,35.16,5.09,128.8,loamy,millet
39,17,40,15.57,95.3,4.32,35.85,clay,cotton
26,19,89,27.57,83.02,7.57,71.81,clay,maize
144,81,44,28.26,39.04,6.84,124.03,sandy,millet
94,19,89,35.5,71.29,4.43,36.46,clay,bajra
131,42,10,15.51,86.23,6.8,271.99,loamy,soybean
128,65,81,17.17,31.51,7.01,218.31,loamy,bajra
98,45,66,38.5,46.35,7.5,136.83,loamy,pulses
84,62,133,39.07,25.86,6.06,106.94,loamy,oilseeds
119,15,182,34,98.03,6.07,105.7,clay,soybean
144,106,193,17.89,95.46,4.41,55.47,sandy,jowar
3,13,112,32.86,63.57,6.16,279.51,loamy,soybean
91,98,151,10.69,39.39,8,29.44,sandy,rice
67,77,23,34.19,82.87,8.8,210.57,clay,soybean
29,119,186,33.27,77.24,4.12,63.42,clay,soybean
72,16,70,28.23,99.34,5.42,76.21,clay,oilseeds
59,105,85,24.8,79.17,6.96,279.98,sandy,barley
132,63,170,31.32,86.48,4.88,261.1,sandy,bajra
24,27,29,17.05,89.97,8.74,197.74,loamy,groundnut
133,27,66,18.39,30.93,6.39,225.52,loamy,maize
108,76,177,38.06,27.81,4.92,246.27,sandy,wheat
37,90,71,34.81,53.09,4.06,100.61,clay,cotton
120,30,172,22.46,32.25,5.61,39.9,loamy,sugarcane
100,55,64,17.74,39.05,5.69,180.48,loamy,soybean
31,89,27,31.42,49.22,8.65,285.4,clay,wheat
79,30,167,24.05,42.77,8.09,69.56,loamy,gram
91,106,64,29.57,87.8,8.21,157.26,loamy,barley
22,58,72,27.39,99.42,8.83,255.49,loamy,rice
113,70,165,23.85,23.61,5.87,35.38,sandy,sugarcane
18,12,195,38.48,28.93,5.85,152.72,loamy,rice
21,114,66,39.53,83.75,6.46,203.36,sandy,millet
41,61,62,28.09,87.94,5.7,238.11,sandy,oilseeds
32,96,60,19.09,83.74,4.48,214.29,sandy,soybean
28,84,121,18.57,45.89,8.01,236.54,clay,rice
144,83,90,36.72,53.84,6.27,140.86,clay,jowar
42,46,171,25.04,85.13,7.13,238.16,loamy,cotton
0,6,44,35.18,28.22,6.73,298.19,clay,barley
98,41,52,39.48,95.03,7.54,244.54,sandy,pulses
4,9,25,32.28,42.74,8.84,126.54,sandy,soybean
32,9,32,27.83,50.78,5.81,102.56,loamy,gram
71,90,134,27.24,21.34,4.77,150.86,sandy,barley
9,54,57,21.26,40.39,4.66,165.59,loamy,wheat
116,79,106,11.37,85.59,7.44,50.25,sandy,oilseeds
79,87,150,39.17,95.25,5.51,271.8,loamy,barley
107,81,176,11,22.17,5.47,97.52,clay,gram
46,29,26,19.97,61.83,8.18,67.92,clay,soybean
128,11,172,13.3,77.01,6.02,120.25,sandy,rice
18,18,114,38.04,78.35,7.92,297.46,loamy,barley
89,10,181,37.67,55.33,6.92,83.48,clay,bajra
111,43,40,15.65,80.01,6.9,36.46,loamy,millet
12,111,176,20.26,40.66,6.26,192.7,sandy,bajra
21,38,11,29.02,21.13,7.01,253.83,loamy,barley
87,41,36,13.1,84.62,4.12,204.76,clay,barley
100,43,26,26.97,40.58,7.68,153.08,sandy,maize
127,91,65,32.56,89.23,6.08,78.51,sandy,pulses
129,82,144,19.83,83.38,8.58,244.48,sandy,rice
38,105,47,30.92,71.41,4.89,35.59,sandy,jowar
74,56,146,33.98,74.26,6.39,48.91,loamy,groundnut
1,18,8,20.2,38.24,4.6,165.38,sandy,barley
134,85,161,37.38,67.95,7.8,226.53,loamy,millet
105,101,127,26.3,54.49,8.37,273.23,sandy,pulses
45,26,66,23.04,48.79,6.57,145.96,loamy,jowar
126,39,157,30.67,84.33,4.24,122.38,clay,oilseeds
78,111,176,39.16,71.73,7.12,146.6,clay,oilseeds
132,72,52,28.28,52.2,4.36,98.04,sandy,maize
10,119,26,21.97,86.19,8.15,105.76,loamy,soybean
79,32,89,13.47,46.15,4.12,249.03,sandy,rice
15,76,178,34.61,55.04,5.77,278.1,clay,jowar
122,73,28,11.74,36.49,8.61,102.35,loamy,soybean
97,70,9,17.04,97.01,7.32,215.48,loamy,soybean
31,33,9,27,63.44,4.89,227.73,clay,bajra
54,114,53,29.52,84.01,6.84,277.54,sandy,oilseeds
0,28,64,12.85,31.79,4.87,174.36,loamy,groundnut
22,24,65,32.07,36.36,4.09,281.44,loamy,jowar
80,70,31,35.29,53.56,6.45,287.51,loamy,rice
129,53,125,26.44,50.65,7.46,299.45,loamy,soybean
82,8,125,34.48,95.35,6.81,205.32,loamy,jowar
78,12,77,22.31,90.71,7.63,108.73,loamy,bajra
61,6,34,30.69,98.43,5.78,264.11,clay,bajra
11,75,140,34.47,27.29,7.54,150.34,sandy,sugarcane
84,23,106,23.54,39.65,6.94,69.1,loamy,rice
103,96,62,37.71,79.63,4.59,192.68,clay,soybean
48,118,15,35.81,41.56,4.53,105.18,clay,wheat
31,9,193,24.29,49.1,4.39,53.11,clay,barley
14,12,165,16.34,28.17,7.09,157.52,clay,soybean
140,119,138,10.14,55.12,5.08,76.18,sandy,pulses
90,60,187,11.35,66.87,7.08,47.91,loamy,millet
72,114,80,36.01,88.14,5.49,174.14,loamy,oilseeds
58,102,177,26.31,85.8,4.24,108.76,loamy,gram
60,64,150,30.7,37.72,6.14,39.56,clay,pulses
13,102,37,36.63,50.93,5.91,52.16,clay,barley
66,107,138,34.05,38.92,8.13,260.41,clay,rice
22,69,29,14.84,37.09,7.4,141.97,clay,jowar
103,28,100,28.61,59.67,8.31,281.69,clay,soybean
40,96,34,39.34,20.34,7.28,85.23,sandy,rice
129,16,11,21.75,61.12,5.28,236.19,sandy,maize
76,78,16,26.69,30.87,5.31,48.87,loamy,barley
119,118,118,33.23,51.11,7.89,38.31,loamy,cotton
80,92,55,13.07,68.11,8.12,269.1,clay,barley
10,68,103,25.7,83.81,7.94,127.26,sandy,groundnut
35,25,151,29.64,65.05,7.06,291.72,sandy,oilseeds
67,115,72,17.06,25.02,7.49,155.63,sandy,rice
72,33,102,18.53,78.52,5.05,134.09,sandy,wheat
37,76,163,37.39,64.26,4.86,110.51,sandy,bajra
140,44,85,32.47,41.59,4.04,23.92,sandy,wheat
138,53,48,22.31,81.59,8.47,266.15,loamy,wheat
87,76,115,18.92,42.17,5.88,244.04,loamy,wheat
95,56,164,13.47,91.31,5,54.1,loamy,rice
25,41,184,13.15,79.69,7.77,205.48,loamy,groundnut
45,114,102,33.99,42.23,8.53,76.71,clay,millet
60,91,106,19.65,72.57,4.77,104.83,sandy,gram
31,62,194,21.65,25.76,7.85,155.05,clay,sugarcane
58,37,68,31.3,82.78,6.43,81.59,clay,maize
57,102,97,24.89,34.18,5.29,278.05,sandy,cotton
121,24,153,11.1,88.11,8.21,95.06,loamy,sugarcane
145,76,142,12.25,25.45,4.93,36.65,sandy,wheat
50,96,151,11.9,49.49,7.54,261.38,clay,oilseeds
61,106,19,17.24,25.89,4.65,272.1,loamy,oilseeds
35,89,167,11.84,25.22,6.02,45.01,clay,cotton
133,73,5,35.32,52.56,4.46,49.65,clay,millet
120,87,83,24.37,35.03,7.76,174.9,loamy,gram
55,110,185,32.73,23.31,5.03,76.28,loamy,pulses
99,34,135,37.75,80.43,6.08,147.52,sandy,wheat
86,48,146,15.62,27.05,7.82,213.83,sandy,jowar
124,111,182,24.42,99.06,6.39,162.83,clay,wheat
20,57,69,39.5,95.64,6.58,116.44,clay,cotton
52,15,25,37.36,59.26,6.28,37.54,sandy,rice
146,82,116,35.15,36.23,7.63,262.24,loamy,soybean
75,113,112,32.14,20.37,8.31,69.87,loamy,bajra
47,35,116,26.35,62.27,4.53,142.73,clay,gram
96,60,10,11.04,51.5,4.58,236.63,clay,groundnut
35,31,130,20.32,77,7.9,154.63,sandy,pulses
44,6,175,16.01,61.45,6.15,140.88,clay,wheat
131,119,132,15.04,50.6,4.08,247,sandy,pulses
62,100,176,15.89,23.46,5.65,24.33,clay,bajra
78,16,96,14.48,39.83,5.04,56.89,loamy,cotton
31,49,123,11.79,67.58,6.2,216.4,loamy,millet
22,5,175,31.69,22.87,7.74,118.42,loamy,barley
135,72,30,37.56,42.43,5.01,126.88,clay,millet
24,35,178,30.86,28.74,5.46,55.07,sandy,bajra
147,9,8,30.31,55.17,5.31,226.36,loamy,cotton
24,84,168,19.47,76.33,5.49,247.35,sandy,maize
115,89,106,34.93,52.15,7.8,43.09,loamy,bajra
28,37,112,24.82,78.93,6.73,81.83,clay,maize
145,91,180,37.17,41.24,5.61,54.73,sandy,oilseeds
121,52,84,19.57,63.77,8.07,126.07,sandy,soybean
30,79,119,39.64,33.62,5.1,253.09,sandy,groundnut
40,103,113,19.69,46.52,7.54,210.5,clay,maize
149,39,90,29.84,53.26,6.13,217.96,sandy,millet
128,117,73,16.76,61.11,7.55,245.62,sandy,bajra
15,116,30,34.35,49.21,8.23,248.77,loamy,soybean
105,112,109,11.34,33.06,5.9,179.16,clay,millet
67,73,174,20.11,39.56,7.82,137.95,clay,jowar
67,93,137,16.77,89.54,6.7,228.38,clay,barley
61,71,116,20.87,99.52,7.78,177.38,sandy,groundnut
96,21,110,34.33,26.57,6.98,274.42,clay,sugarcane
125,102,28,17.34,53.81,7.62,248.88,clay,groundnut
14,48,106,12.82,42.93,4.62,133.65,clay,maize
99,101,127,17.05,61.7,6.32,228.83,sandy,wheat
111,19,80,29.8,27.81,7.71,217.11,loamy,rice
9,108,116,23.91,67.15,5.35,161.41,loamy,gram
51,11,5,16.58,31.48,4.99,44.88,clay,bajra
58,7,69,26.24,64.73,6.21,222.51,clay,jowar
88,36,48,31.93,20.45,8.85,176.78,loamy,jowar
27,92,22,37.38,51.93,8.17,91.95,sandy,barley
129,111,187,15.07,51.53,5.73,203.86,loamy,bajra
7,23,18,14.74,30.77,6.47,84.66,clay,jowar
19,36,152,34.43,91.88,5.72,67.19,sandy,jowar
84,40,58,18.81,64.37,5.97,49.42,clay,sugarcane
124,76,116,39.01,73.36,7.37,244.97,sandy,pulses
144,94,148,18.62,51.98,4.6,251.95,clay,jowar
112,45,150,14.41,55.91,6.95,174.45,loamy,groundnut
136,118,179,38.53,38.94,5.5,29.81,loamy,millet
25,8,94,38.83,96.93,5.78,30.4,sandy,oilseeds
13,11,180,33.44,95.99,6.35,83.03,loamy,oilseeds
29,95,134,25.41,24.4,5.19,298.44,loamy,millet
11,107,17,32.03,72.2,8.54,231.9,clay,rice
138,53,84,16.71,86.66,5.66,132.85,clay,groundnut
37,48,182,18.87,96.67,8.18,289.57,clay,bajra
112,74,199,14.83,27.06,5,208.34,sandy,pulses
49,73,104,25.92,67.87,5.3,101.04,clay,groundnut
43,59,188,30.33,20.99,5.33,278.68,loamy,bajra
90,62,146,27.84,49.37,7.29,187.62,sandy,groundnut
122,105,162,10.62,62.18,7.07,222.63,clay,soybean
125,118,73,29.31,32.27,6.77,146.1,loamy,groundnut
15,73,198,13.5,92.9,8.83,223.36,loamy,pulses
87,20,62,14.44,66.48,5.28,193.59,sandy,wheat
8,111,145,19.23,49.32,6.07,184.16,sandy,oilseeds
80,61,99,30.45,77.59,7.4,252.51,loamy,jowar
65,16,163,21.34,55.56,7.65,74.98,loamy,wheat
56,87,37,36.08,89.33,4.74,198.34,sandy,bajra
87,14,144,35.29,44.38,6.1,254.88,clay,sugarcane
75,60,180,19.96,70.56,4.56,201.01,loamy,bajra
29,54,174,29.68,51.66,6.71,287.12,loamy,millet
65,96,177,15.57,39.2,4.38,96.15,loamy,bajra
36,28,155,19.72,46.32,5.36,184.93,sandy,pulses
130,19,14,33.53,74.84,6.14,282.42,loamy,soybean
134,95,106,30.79,74.36,5.47,177.23,loamy,jowar
77,61,58,11.29,78.11,5.56,285.2,clay,cotton
16,97,134,18.24,67.33,9,246.61,sandy,gram
112,12,175,32.44,72.44,4.51,271.65,clay,gram
111,5,154,24.22,70.64,5.13,54.51,loamy,maize
59,93,31,39.91,97.42,7.99,221.59,loamy,gram
97,105,100,31.1,51.11,7.45,141.64,loamy,oilseeds
4,101,87,18.55,96.25,6.17,157.66,sandy,wheat
22,44,153,27.7,63.51,4.64,228.44,sandy,wheat
107,102,95,14.33,30.46,4.35,78.7,sandy,pulses
45,93,141,21.41,88.47,5.09,299.01,sandy,bajra
109,94,163,11.28,68.38,6.21,183.44,clay,bajra
44,35,157,31.02,48.13,5.21,118.08,loamy,groundnut
142,72,197,30.9,98.92,8.08,295.28,clay,pulses
38,50,96,15.64,46.93,6.68,111.48,clay,wheat
129,47,74,25.22,83.09,7.12,167.54,loamy,sugarcane
36,55,168,13.95,82.97,4.84,259.27,sandy,wheat
138,74,165,36.79,56.41,6.22,292.76,loamy,gram
141,76,40,27.3,64.87,7.21,278.73,clay,gram
23,89,130,24.1,57.43,4.55,189.56,sandy,groundnut
122,101,77,34.53,68.14,8.7,161.72,clay,soybean
121,81,196,25.86,47.56,4.5,42.38,sandy,groundnut
66,47,137,15.78,33.44,7.7,148.12,sandy,sugarcane
70,20,18,14.98,81.36,4.36,220.57,clay,rice
9,67,198,13.45,96.81,6.03,29.89,sandy,pulses
72,42,83,26.37,69.46,8.47,54.92,clay,wheat
53,73,126,11.82,99.75,7.69,249.5,sandy,maize
4,107,154,19.86,37.38,5.94,241.2,clay,gram
149,15,130,30.74,43.93,7.21,286.63,sandy,maize
41,40,7,19.81,98.36,4.75,283.99,sandy,jowar
145,85,161,12.94,59.61,5.63,175.15,clay,jowar
38,119,194,20.93,61.14,9,114.77,clay,millet
97,65,199,12.22,41.01,6.45,180.76,sandy,bajra
100,113,184,25.93,97.13,7.37,247.26,sandy,soybean
131,23,136,10.08,50.95,4.27,105.42,sandy,wheat
48,43,55,11.83,82.12,4.44,221.04,clay,gram
91,77,57,26.48,73.86,6.73,225.55,clay,millet
139,116,99,33.34,68.04,6.89,82.78,clay,soybean
88,8,9,35.7,98.58,8.83,278.38,sandy,jowar
137,40,171,28.63,67.28,6.96,97.17,clay,sugarcane
40,94,15,19.17,34.33,8.76,252.07,sandy,millet
26,80,198,27.3,88.15,5.94,61.63,loamy,pulses
35,61,167,28.01,68.5,8.03,121.73,clay,pulses
56,103,123,30.25,88.88,5.4,222.04,loamy,pulses
146,103,10,12.65,33.67,7.54,255.97,sandy,rice
38,54,110,12.62,77.47,4.76,61.78,sandy,sugarcane
70,118,58,14.68,20.05,7.74,146.65,clay,bajra
31,26,73,11.08,61.93,5.7,274.63,clay,jowar
40,50,163,16.26,31.79,8.5,145,loamy,gram
99,14,148,39.42,91.63,6.46,262.24,loamy,groundnut
79,77,128,17.1,82.49,4.6,241.22,clay,millet
122,43,54,23.81,63.47,4.18,39.14,loamy,maize
121,25,177,23.1,63.45,7.97,153.82,sandy,pulses
99,114,141,37.81,61.62,6.14,253.5,loamy,gram
37,98,17,13.51,96.94,7.88,136.78,sandy,bajra
135,84,91,26.96,42.22,4.6,277.27,loamy,gram
25,37,17,38.86,40.75,6.71,226.9,loamy,soybean
25,67,11,18.16,64.35,8.4,281.72,loamy,wheat
30,62,26,10.89,35.43,6.12,123.42,clay,groundnut
65,62,11,13.51,91.71,7.61,214.29,sandy,millet
46,100,198,34.09,89.17,6.38,22.62,loamy,wheat
145,102,13,16.42,48.16,5.01,62.67,loamy,barley
109,96,170,39.56,46.94,8.21,39.69,sandy,bajra
62,115,92,31.38,57.79,8.42,92.01,loamy,millet
42,29,52,35.65,25.41,4.35,258.45,loamy,cotton
5,67,174,20.8,57.04,4.09,79.28,sandy,rice
124,33,51,17.74,48.69,7.24,169.2,clay,oilseeds
115,96,9,13.61,69.45,4.93,40.97,loamy,millet
71,25,167,21.48,33.69,8.32,72.49,sandy,jowar
76,109,89,15.58,91.61,4.51,34.78,loamy,oilseeds
131,109,34,38.91,50.22,7.2,92.96,loamy,barley
148,40,189,11.6,77.63,5.01,190.67,loamy,cotton
84,9,199,24.53,86.05,5.98,125.76,clay,barley
2,46,145,29.8,92.87,7.59,126.41,sandy,groundnut
10,34,33,16.78,93.93,7.6,88.14,sandy,groundnut
22,72,82,13.98,36.77,4.95,251.65,clay,jowar
104,48,88,20.63,54.21,5.74,292.29,sandy,millet
83,95,81,22.89,87.72,5.59,101.28,sandy,oilseeds
67,115,169,20.01,34.75,7.09,94.59,sandy,jowar
16,94,129,36.42,65.52,8.38,26.16,loamy,maize
101,35,189,25.35,46.75,5.94,27.46,sandy,rice
33,91,12,13.86,82.81,8.19,268,clay,wheat
83,89,170,37.53,33.99,4.45,21.57,clay,pulses
139,29,19,23.76,93.07,5.96,277.11,loamy,wheat
106,82,10,35.58,85.9,6.45,213.68,loamy,rice
72,60,106,28.14,42.45,6.34,84.39,clay,soybean
71,10,10,14.05,69.15,4.84,250.95,sandy,jowar
22,111,18,36.83,37.41,6.42,204.81,sandy,cotton
64,24,146,12.98,29.73,7.62,230.68,sandy,jowar
74,67,179,20.27,69.33,7.45,70.5,sandy,wheat
69,29,157,19.19,70.49,4.17,291.9,loamy,sugarcane
118,88,73,11.34,85.62,6.02,59.01,loamy,millet
60,40,184,37.22,35.01,4.23,69.85,clay,barley
77,118,28,11.21,72.28,4.52,170.88,sandy,pulses
115,116,30,26.4,85.9,6.25,36.99,loamy,bajra
58,21,193,34.88,95.38,8.58,261.24,loamy,sugarcane
105,20,91,36.89,44.26,5.59,283.66,sandy,groundnut
126,15,147,18.82,89.78,6.2,183.6,sandy,bajra
125,60,129,31.59,97.07,5.9,229.21,loamy,barley
125,80,62,38.11,57.58,5.8,159.98,sandy,pulses
114,91,98,36.44,99.17,7.96,82.44,sandy,barley
6,83,53,22.81,71.05,8.03,290.34,loamy,groundnut
144,24,48,38.69,75.24,5.91,103.84,sandy,sugarcane
88,13,193,20.07,99.64,6.08,67.13,sandy,wheat
70,31,9,10.6,65.39,5.43,258.25,clay,wheat
31,63,81,16.07,95.6,6.52,226.04,loamy,bajra
132,40,20,26.95,50.42,6.68,143.57,clay,rice
35,64,89,20.01,38,4.09,120.46,clay,cotton
